Date	Start Time (Sask)	Start Time (ET)	Visitor	Score	Home	Score	Status
2025-03-26	8:00 PM	10:00 PM	Dallas Stars	4	Edmonton Oilers	3	Regulation
2025-03-26	8:00 PM	10:00 PM	Boston Bruins	2	Anaheim Ducks	6	Regulation
2025-03-27	5:00 PM	7:00 PM	Pittsburgh Penguins	3	Buffalo Sabres	7	Regulation
2025-03-27	5:00 PM	7:00 PM	Ottawa Senators	4	Detroit Red Wings	3	Regulation
2025-03-27	5:00 PM	7:00 PM	Utah Hockey Club	0	Tampa Bay Lightning	8	Regulation
2025-03-27	5:00 PM	7:00 PM	Montreal Canadiens	4	Philadelphia Flyers	6	Regulation
2025-03-27	5:30 PM	7:30 PM	Washington Capitals	2	Minnesota Wild	4	Regulation
2025-03-27	6:00 PM	8:00 PM	St. Louis Blues	3	Nashville Predators	2	Regulation
2025-03-27	7:00 PM	9:00 PM	Dallas Stars	5	Calgary Flames	2	Regulation
2025-03-27	8:00 PM	10:00 PM	Los Angeles Kings	0	Colorado Avalanche	4	Regulation
2025-03-27	8:00 PM	10:00 PM	Edmonton Oilers	1	Seattle Kraken	6	Regulation
2025-03-27	8:30 PM	10:30 PM	Toronto Maple Leafs	5	San Jose Sharks	6	SO
2025-03-28	5:00 PM	7:00 PM	Utah Hockey Club	1	Florida Panthers	2	OT
2025-03-28	5:00 PM	7:00 PM	Montreal Canadiens	1	Carolina Hurricanes	4	Regulation
2025-03-28	5:00 PM	7:00 PM	Vancouver Canucks	6	Columbus Blue Jackets	7	SO
2025-03-28	6:00 PM	8:00 PM	New Jersey Devils	0	Winnipeg Jets	4	Regulation
2025-03-28	6:30 PM	8:30 PM	Vegas Golden Knights	5	Chicago Blackhawks	3	Regulation
2025-03-28	8:00 PM	10:00 PM	New York Rangers	4	Anaheim Ducks	5	OT
2025-03-29	11:00 AM	1:00 PM	Buffalo Sabres	4	Philadelphia Flyers	7	Regulation
2025-03-29	12:00 PM	2:00 PM	New York Islanders	3	Tampa Bay Lightning	5	Regulation
2025-03-29	2:30 PM	4:30 PM	St. Louis Blues	2	Colorado Avalanche	1	Regulation
2025-03-29	4:00 PM	6:00 PM	New Jersey Devils	5	Minnesota Wild	2	Regulation
2025-03-29	4:30 PM	6:30 PM	Vegas Golden Knights	3	Nashville Predators	1	Regulation
2025-03-29	5:00 PM	7:00 PM	Columbus Blue Jackets	2	Ottawa Senators	3	Regulation
2025-03-29	5:00 PM	7:00 PM	Toronto Maple Leafs	3	Los Angeles Kings	1	Regulation
2025-03-29	6:00 PM	8:00 PM	Boston Bruins	1	Detroit Red Wings	2	Regulation
2025-03-29	8:00 PM	10:00 PM	Calgary Flames	2	Edmonton Oilers	3	OT
2025-03-29	8:30 PM	10:30 PM	New York Rangers	6	San Jose Sharks	1	Regulation
2025-03-29	8:30 PM	10:30 PM	Dallas Stars	5	Seattle Kraken	1	Regulation
2025-03-30	11:00 AM	1:00 PM	Montreal Canadiens	4	Florida Panthers	2	Regulation
2025-03-30	1:00 PM	3:00 PM	Buffalo Sabres	8	Washington Capitals	5	Regulation
2025-03-30	1:00 PM	3:00 PM	Vancouver Canucks	1	Winnipeg Jets	3	Regulation
2025-03-30	2:00 PM	4:00 PM	Utah Hockey Club	5	Chicago Blackhawks	2	Regulation
2025-03-30	3:00 PM	5:00 PM	Ottawa Senators	0	Pittsburgh Penguins	1	OT
2025-03-30	3:00 PM	5:00 PM	New York Islanders	4	Carolina Hurricanes	6	Regulation
2025-03-30	6:00 PM	8:00 PM	Toronto Maple Leafs	3	Anaheim Ducks	2	Regulation
2025-03-30	8:00 PM	10:00 PM	San Jose Sharks	1	Los Angeles Kings	8	Regulation
2025-03-31	5:00 PM	7:00 PM	Minnesota Wild	2	New Jersey Devils	3	SO
2025-03-31	5:00 PM	7:00 PM	Nashville Predators	1	Philadelphia Flyers	2	Regulation
2025-03-31	6:30 PM	8:30 PM	Calgary Flames	3	Colorado Avalanche	2	SO
2025-03-31	8:00 PM	10:00 PM	Dallas Stars	3	Seattle Kraken	1	Regulation
2025-04-01	5:00 PM	7:00 PM	Washington Capitals	4	Boston Bruins	3	Regulation
2025-04-01	5:00 PM	7:00 PM	Florida Panthers	2	Montreal Canadiens	3	OT
2025-04-01	5:00 PM	7:00 PM	Buffalo Sabres	5	Ottawa Senators	2	Regulation
2025-04-01	5:00 PM	7:00 PM	Nashville Predators	4	Columbus Blue Jackets	8	Regulation
2025-04-01	5:30 PM	7:30 PM	Tampa Bay Lightning	4	New York Islanders	1	Regulation
2025-04-01	6:00 PM	8:00 PM	Detroit Red Wings	1	St. Louis Blues	2	OT
2025-04-01	7:00 PM	9:00 PM	Calgary Flames	1	Utah Hockey Club	3	Regulation
2025-04-01	8:00 PM	10:00 PM	Edmonton Oilers	3	Vegas Golden Knights	2	Regulation
2025-04-01	8:00 PM	10:00 PM	San Jose Sharks	3	Anaheim Ducks	4	SO
2025-04-01	8:30 PM	10:30 PM	Winnipeg Jets	1	Los Angeles Kings	4	Regulation
2025-04-02	5:00 PM	7:00 PM	Minnesota Wild	4	New York Rangers	5	OT
2025-04-02	5:00 PM	7:00 PM	Washington Capitals	1	Carolina Hurricanes	5	Regulation
2025-04-02	5:30 PM	7:30 PM	Florida Panthers	2	Toronto Maple Leafs	3	Regulation
2025-04-02	7:30 PM	9:30 PM	Colorado Avalanche	3	Chicago Blackhawks	2	SO
2025-04-02	8:30 PM	10:30 PM	Seattle Kraken	5	Vancouver Canucks	0	Regulation
2025-04-03	5:00 PM	7:00 PM	Boston Bruins	1	Montreal Canadiens	4	Regulation
2025-04-03	5:00 PM	7:00 PM	Tampa Bay Lightning	1	Ottawa Senators	2	Regulation
2025-04-03	5:30 PM	7:30 PM	Colorado Avalanche	7	Columbus Blue Jackets	3	Regulation
2025-04-03	6:00 PM	8:00 PM	Pittsburgh Penguins	4	St. Louis Blues	5	OT
2025-04-03	6:00 PM	8:00 PM	Nashville Predators	1	Dallas Stars	5	Regulation
2025-04-03	7:00 PM	9:00 PM	Los Angeles Kings	4	Utah Hockey Club	2	Regulation
2025-04-03	7:30 PM	9:30 PM	Anaheim Ducks	1	Calgary Flames	4	Regulation
2025-04-03	8:00 PM	10:00 PM	Winnipeg Jets	4	Vegas Golden Knights	0	Regulation
2025-04-03	8:30 PM	10:30 PM	Edmonton Oilers	3	San Jose Sharks	2	Regulation
2025-04-04	5:00 PM	7:00 PM	Carolina Hurricanes	3	Detroit Red Wings	5	Regulation
2025-04-04	5:00 PM	7:00 PM	Chicago Blackhawks	3	Washington Capitals	5	Regulation
2025-04-04	5:30 PM	7:30 PM	Minnesota Wild	1	New York Islanders	3	Regulation
2025-04-05	10:30 AM	12:30 PM	New York Rangers	0	New Jersey Devils	4	Regulation
2025-04-05	12:00 PM	2:00 PM	Florida Panthers	0	Ottawa Senators	3	Regulation
2025-04-05	1:00 PM	3:00 PM	Pittsburgh Penguins	5	Dallas Stars	3	Regulation
2025-04-05	2:00 PM	4:00 PM	Anaheim Ducks	2	Vancouver Canucks	6	Regulation
2025-04-05	2:00 PM	4:00 PM	Edmonton Oilers	0	Los Angeles Kings	3	Regulation
2025-04-05	5:00 PM	7:00 PM	Carolina Hurricanes	1	Boston Bruins	5	Regulation
2025-04-05	5:00 PM	7:00 PM	Tampa Bay Lightning	2	Buffalo Sabres	3	SO
2025-04-05	5:00 PM	7:00 PM	Columbus Blue Jackets	0	Toronto Maple Leafs	5	Regulation
2025-04-05	5:00 PM	7:00 PM	Philadelphia Flyers	2	Montreal Canadiens	3	Regulation
2025-04-05	5:00 PM	7:00 PM	Colorado Avalanche	4	St. Louis Blues	5	Regulation
2025-04-05	5:00 PM	7:00 PM	Winnipeg Jets	1	Utah Hockey Club	4	Regulation
2025-04-05	8:00 PM	10:00 PM	Vegas Golden Knights	3	Calgary Flames	2	OT
2025-04-05	8:00 PM	10:00 PM	Seattle Kraken	5	San Jose Sharks	1	Regulation
2025-04-06	10:30 AM	12:30 PM	Washington Capitals	1	New York Islanders	4	Regulation
2025-04-06	1:00 PM	3:00 PM	Dallas Stars	2	Minnesota Wild	3	OT
2025-04-06	3:00 PM	5:00 PM	Columbus Blue Jackets	0	Ottawa Senators	4	Regulation
2025-04-06	3:30 PM	5:30 PM	Florida Panthers	1	Detroit Red Wings	2	Regulation
2025-04-06	4:00 PM	6:00 PM	Boston Bruins	3	Buffalo Sabres	6	Regulation
2025-04-06	4:00 PM	6:00 PM	Pittsburgh Penguins	1	Chicago Blackhawks	3	Regulation
2025-04-06	5:00 PM	7:00 PM	Montreal Canadiens	2	Nashville Predators	1	Regulation
2025-04-06	8:00 PM	10:00 PM	Vegas Golden Knights	3	Vancouver Canucks	2	Regulation
2025-04-07	5:00 PM	7:00 PM	Tampa Bay Lightning	5	New York Rangers	1	Regulation
2025-04-07	5:30 PM	7:30 PM	St. Louis Blues	1	Winnipeg Jets	3	Regulation
2025-04-07	8:30 PM	10:30 PM	Edmonton Oilers	2	Anaheim Ducks	3	Regulation
2025-04-07	8:30 PM	10:30 PM	Seattle Kraken	2	Los Angeles Kings	1	Regulation
2025-04-07	8:30 PM	10:30 PM	Calgary Flames	3	San Jose Sharks	2	Regulation
2025-04-08	5:00 PM	7:00 PM	Carolina Hurricanes	0	Buffalo Sabres	3	Regulation
2025-04-08	5:00 PM	7:00 PM	Detroit Red Wings	1	Montreal Canadiens	4	Regulation
2025-04-08	5:00 PM	7:00 PM	Toronto Maple Leafs	1	Florida Panthers	3	Regulation
2025-04-08	5:00 PM	7:00 PM	Boston Bruins	7	New Jersey Devils	2	Regulation
2025-04-08	5:00 PM	7:00 PM	Ottawa Senators	2	Columbus Blue Jackets	5	Regulation
2025-04-08	5:00 PM	7:00 PM	Chicago Blackhawks	0	Pittsburgh Penguins	5	Regulation
2025-04-08	6:00 PM	8:00 PM	New York Islanders	6	Nashville Predators	7	OT
2025-04-08	6:00 PM	8:00 PM	Vancouver Canucks	6	Dallas Stars	5	OT
2025-04-08	7:00 PM	9:00 PM	Seattle Kraken	1	Utah Hockey Club	7	Regulation
2025-04-08	7:30 PM	9:30 PM	Vegas Golden Knights	2	Colorado Avalanche	3	SO
2025-04-09	5:00 PM	7:00 PM	Toronto Maple Leafs	4	Tampa Bay Lightning	3	OT
2025-04-09	5:30 PM	7:30 PM	Philadelphia Flyers	8	New York Rangers	5	Regulation
2025-04-09	6:00 PM	8:00 PM	San Jose Sharks	7	Minnesota Wild	8	OT
2025-04-09	8:00 PM	10:00 PM	St. Louis Blues	3	Edmonton Oilers	4	Regulation
2025-04-09	8:00 PM	10:00 PM	Calgary Flames	3	Anaheim Ducks	4	OT
2025-04-10	5:00 PM	7:00 PM	Chicago Blackhawks	5	Boston Bruins	2	Regulation
2025-04-10	5:00 PM	7:00 PM	Detroit Red Wings	1	Florida Panthers	4	Regulation
2025-04-10	5:00 PM	7:00 PM	Buffalo Sabres	2	Columbus Blue Jackets	3	Regulation
2025-04-10	5:30 PM	7:30 PM	Carolina Hurricanes	4	Washington Capitals	5	SO
2025-04-10	5:30 PM	7:30 PM	New York Rangers	9	New York Islanders	2	Regulation
2025-04-10	6:00 PM	8:00 PM	Winnipeg Jets	4	Dallas Stars	0	Regulation
2025-04-10	7:00 PM	9:00 PM	Vancouver Canucks	4	Colorado Avalanche	1	Regulation
2025-04-10	7:00 PM	9:00 PM	Nashville Predators	4	Utah Hockey Club	3	SO
2025-04-10	8:00 PM	10:00 PM	Seattle Kraken	1	Vegas Golden Knights	2	Regulation
2025-04-10	8:00 PM	10:00 PM	Anaheim Ducks	1	Los Angeles Kings	6	Regulation
2025-04-11	5:00 PM	7:00 PM	Montreal Canadiens	2	Ottawa Senators	5	Regulation
2025-04-11	5:00 PM	7:00 PM	Detroit Red Wings	4	Tampa Bay Lightning	3	OT
2025-04-11	5:00 PM	7:00 PM	Pittsburgh Penguins	4	New Jersey Devils	2	Regulation
2025-04-11	7:30 PM	9:30 PM	San Jose Sharks	2	Edmonton Oilers	4	Regulation
2025-04-11	8:00 PM	10:00 PM	Minnesota Wild	2	Calgary Flames	4	Regulation
2025-04-12	10:30 AM	12:30 PM	New York Islanders	3	Philadelphia Flyers	4	SO
2025-04-12	10:30 AM	12:30 PM	Washington Capitals	0	Columbus Blue Jackets	7	Regulation
2025-04-12	1:00 PM	3:00 PM	New York Rangers	3	Carolina Hurricanes	7	Regulation
2025-04-12	2:00 PM	4:00 PM	Colorado Avalanche	4	Los Angeles Kings	5	Regulation
2025-04-12	4:00 PM	6:00 PM	Buffalo Sabres	2	Florida Panthers	3	SO
2025-04-12	5:00 PM	7:00 PM	Montreal Canadiens	0	Toronto Maple Leafs	1	OT
2025-04-12	5:00 PM	7:00 PM	Winnipeg Jets	5	Chicago Blackhawks	4	SO
2025-04-12	6:00 PM	8:00 PM	Utah Hockey Club	5	Dallas Stars	3	Regulation
2025-04-12	8:00 PM	10:00 PM	Minnesota Wild	3	Vancouver Canucks	2	OT
2025-04-12	8:00 PM	10:00 PM	Nashville Predators	3	Vegas Golden Knights	5	Regulation
2025-04-12	8:00 PM	10:00 PM	St. Louis Blues	3	Seattle Kraken	4	SO
2025-04-13	11:00 AM	1:00 PM	Philadelphia Flyers	3	Ottawa Senators	4	OT
2025-04-13	11:00 AM	1:00 PM	New York Islanders	1	New Jersey Devils	0	Regulation
2025-04-13	1:30 PM	3:30 PM	Boston Bruins	4	Pittsburgh Penguins	1	Regulation
2025-04-13	3:00 PM	5:00 PM	Toronto Maple Leafs	4	Carolina Hurricanes	1	Regulation
2025-04-13	4:00 PM	6:00 PM	Buffalo Sabres	4	Tampa Bay Lightning	7	Regulation
2025-04-13	4:00 PM	6:00 PM	Columbus Blue Jackets	4	Washington Capitals	1	Regulation
2025-04-13	5:00 PM	7:00 PM	Edmonton Oilers	4	Winnipeg Jets	1	Regulation
2025-04-13	6:00 PM	8:00 PM	San Jose Sharks	2	Calgary Flames	5	Regulation
2025-04-13	8:00 PM	10:00 PM	Colorado Avalanche	4	Anaheim Ducks	2	Regulation
2025-04-14	5:00 PM	7:00 PM	Chicago Blackhawks	4	Montreal Canadiens	3	SO
2025-04-14	5:00 PM	7:00 PM	Dallas Stars	4	Detroit Red Wings	6	Regulation
2025-04-14	5:00 PM	7:00 PM	New York Rangers	5	Florida Panthers	3	Regulation
2025-04-14	6:00 PM	8:00 PM	Utah Hockey Club	7	Nashville Predators	3	Regulation
2025-04-14	8:00 PM	10:00 PM	Los Angeles Kings	5	Edmonton Oilers	0	Regulation
2025-04-14	8:00 PM	10:00 PM	San Jose Sharks	1	Vancouver Canucks	2	OT
2025-04-15	5:00 PM	7:00 PM	New Jersey Devils	5	Boston Bruins	4	OT
2025-04-15	5:00 PM	7:00 PM	Toronto Maple Leafs	4	Buffalo Sabres	0	Regulation
2025-04-15	5:00 PM	7:00 PM	Chicago Blackhawks	4	Ottawa Senators	3	OT
2025-04-15	5:00 PM	7:00 PM	Columbus Blue Jackets	3	Philadelphia Flyers	0	Regulation
2025-04-15	5:30 PM	7:30 PM	Florida Panthers	1	Tampa Bay Lightning	5	Regulation
2025-04-15	5:30 PM	7:30 PM	Washington Capitals	3	New York Islanders	1	Regulation
2025-04-15	6:00 PM	8:00 PM	Utah Hockey Club	1	St. Louis Blues	6	Regulation
2025-04-15	6:00 PM	8:00 PM	Anaheim Ducks	2	Minnesota Wild	3	OT
2025-04-15	7:00 PM	9:00 PM	Vegas Golden Knights	4	Calgary Flames	5	SO
2025-04-15	8:30 PM	10:30 PM	Los Angeles Kings	6	Seattle Kraken	5	Regulation
2025-04-16	5:00 PM	7:00 PM	Carolina Hurricanes	2	Montreal Canadiens	4	Regulation
2025-04-16	5:00 PM	7:00 PM	Anaheim Ducks	1	Winnipeg Jets	2	OT
2025-04-16	5:30 PM	7:30 PM	Detroit Red Wings	5	New Jersey Devils	2	Regulation
2025-04-16	6:00 PM	8:00 PM	Dallas Stars	1	Nashville Predators	5	Regulation
2025-04-16	8:00 PM	10:00 PM	Vegas Golden Knights	4	Vancouver Canucks	1	Regulation
2025-04-16	8:30 PM	10:30 PM	Edmonton Oilers	3	San Jose Sharks	0	Regulation
2025-04-17	5:00 PM	7:00 PM	Philadelphia Flyers	4	Buffalo Sabres	5	Regulation
2025-04-17	5:00 PM	7:00 PM	Detroit Red Wings	3	Toronto Maple Leafs	4	OT
2025-04-17	5:00 PM	7:00 PM	Carolina Hurricanes	5	Ottawa Senators	7	Regulation
2025-04-17	5:00 PM	7:00 PM	Tampa Bay Lightning	0	New York Rangers	4	Regulation
2025-04-17	5:00 PM	7:00 PM	Washington Capitals	2	Pittsburgh Penguins	5	Regulation
2025-04-17	5:00 PM	7:00 PM	New York Islanders	1	Columbus Blue Jackets	6	Regulation
2025-04-17	7:30 PM	9:30 PM	Calgary Flames	5	Los Angeles Kings	1	Regulation
